,Unnamed: 0,Character,Gender,Alive?,Title,Forename,Surname,Old Surname,Alias,Character_clean
820,2415,grand maester runciter,M,H,Grand Maester,runciter,,,,grand maester runciter
821,1000,grazdan,M,D,,grazdan,,,the great,grazdan
822,1001,grazdan,M,D,,grazdan,,,"fat one, with a gold tokar",grazdan
823,1002,grazdan,M,D,,grazdan,,,tall one,grazdan
824,1003,grazdan,M,D,,grazdan,,,with a spiked beard,grazdan
825,1127,grazdan mo eraz,M,A,,grazdan,mo eraz,,,grazdan mo eraz
826,999,grazdan mo ullhor,M,D,,grazdan,mo ullhor,,,grazdan mo ullhor
827,1757,grazdan zo galare,M,A,,grazdan,zo galare,,,grazdan zo galare
828,2059,grazdar,M,A,,grazdar,,,,grazdar
829,2113,grazdhan zo rhaezn,M,A,,grazdhan,zo rhaezn,,,grazdhan zo rhaezn
830,1843,grazhar,M,A,,grazhar,,,,grazhar
831,160,gregor clegane,M,D,Ser,gregor,clegane,,the mountain that rides,gregor clegane
832,105,grenn,M,A,,grenn,,,aurochs,grenn
833,1402,gretchel,F,A,,gretchel,,,,gretchel
834,1122,grey worm,M,A,,grey worm,,,,grey worm
835,1336,greydon goodbrother,M,A,,greydon,goodbrother,,,greydon goodbrother
836,1344,greyjoy,F,U,Lady,?,greyjoy,stonetree,,greyjoy
837,1347,greyjoy,F,U,Lady,?,greyjoy,sunderly,,greyjoy
838,1352,greyjoy,F,U,Lady,?,greyjoy,piper,,greyjoy
839,998,grigg,M,A,,grigg,,,the goat,grigg
840,2331,grimm,M,H,Lord,?,grimm,,of the blacks,grimm
841,1898,grimtongue,M,A,,grimtongue,,,,grimtongue
842,1215,grisel,F,A,,grisel,,,,grisel
843,1748,grisella,F,U,,grisella,,,,grisella
844,902,grubbs,M,D,,grubbs,,,,grubbs
845,1811,grunt,M,A,,grunt,,,,grunt
846,226,gueren,M,A,,gueren,,,,gueren
847,440,gulian swann,M,A,Lord,gulian,swann,,,gulian swann
848,448,guncer sunglass,M,D,Lord,guncer,sunglass,,,guncer sunglass
849,232,gunthor,M,A,,gunthor,,,son of gurn,gunthor
850,1663,gunthor hightower,M,A,Ser,gunthor,hightower,,,gunthor hightower
851,233,gurn,M,U,,gurn,,,,gurn
852,1583,guthor grimm,M,A,Lord,guthor,grimm,,,guthor grimm
853,572,guyard morrigen,M,D,Ser,guyard,morrigen,,the green,guyard morrigen
854,2206,gwayne corbray,M,H,Ser,gwayne,corbray,,,gwayne corbray
855,1207,gwayne gaunt,M,D,Ser,gwayne,gaunt,,,gwayne gaunt
856,2319,gwayne hightower,M,H,Ser,gwayne,hightower,,,gwayne hightower
857,1350,gwin goodbrother,F,A,,gwin,goodbrother,,,gwin goodbrother
858,1415,gwynesse greyjoy,F,A,Lady,gwynesse,greyjoy,harlaw,,gwynesse greyjoy
859,1767,gwyneth yronwood,F,A,,gwyneth,yronwood,,,gwyneth yronwood
860,1493,gylbert farwynd,M,A,Lord,gylbert,farwynd,,,gylbert farwynd
861,1595,gyleno dothare,M,A,,gyleno,dothare,,,gyleno dothare
862,1464,gyles,M,D,Ser,gyles,,,gyles greycloak,gyles
863,1679,gyles farwynd,M,A,,gyles,farwynd,,,gyles farwynd
864,1647,gyles grafton,M,A,,gyles,grafton,,,gyles grafton
865,2182,gyles iii gardener,M,H,King,gyles,gardener,,,gyles iii gardener
866,293,gyles rosby,M,D,Lord,gyles,rosby,,,gyles rosby
867,1999,gylo rhegan,M,A,,gylo,rhegan,,,gylo rhegan
868,1594,gyloro dothare,M,A,,gyloro,dothare,,,gyloro dothare
869,677,gynir,M,D,,gynir,,,rednose,gynir
870,1349,gysella goodbrother,F,A,,gysella,goodbrother,,,gysella goodbrother
871,2277,haegon blackfyre,M,H,,haegon,blackfyre,,,haegon blackfyre
872,1893,hagen,M,D,,hagen,,,the horn,hagen
873,82,haggo,M,D,,haggo,,,,haggo
874,1742,haggon,M,D,,haggon,,,,haggon
875,267,hake,M,D,,hake,,,,hake
876,951,hal,M,D,,hal,,,the hog,hal
877,1314,hal,M,D,,hal,,,hairy hal,hal
878,111,halder,M,A,,halder,,,stone head,halder
879,1774,haldon,M,A,,haldon,,,halfmaester,haldon
880,206,hali,F,D,,hali,,,,hali
881,1792,halleck,M,A,,halleck,,,,halleck
882,94,hallis mollen,M,U,,hallis,mollen,,,hallis mollen
883,741,halmon paege,M,A,Ser,halmon,paege,,,halmon paege
884,276,halys hornwood,M,D,Lord,halys,hornwood,,,halys hornwood
885,1021,hamish,M,D,,hamish,,,the harper,hamish
886,2054,hammer,M,A,,hammer,,,,hammer
887,438,harbert,M,D,Ser,harbert,,,,harbert
888,2267,harbert paege,M,H,Ser,harbert,paege,,,harbert paege
889,1196,hareth,M,A,,hareth,,,horse,hareth
890,2029,harghaz,M,D,,harghaz,,,the hero,harghaz
891,1897,harl,M,U,,harl,,,six-toed harl,harl
892,954,harlan grandison,M,D,Ser,harlan,grandison,,,harlan grandison
893,1540,harlan hunter,M,A,,harlan,hunter,,,harlan hunter
894,2021,harle,M,A,,harle,,,the huntsman,harle
895,2022,harle,M,A,,harle,,,the handsome,harle
896,377,harlen tyrell,M,D,Lord,harlen,tyrell,,,harlen tyrell
897,1685,harlon botley,M,A,,harlon,botley,,,harlon botley
898,1343,harlon greyjoy,M,D,,harlon,greyjoy,,,harlon greyjoy
899,660,harma,F,D,,harma,,,the dogshead,harma
900,1085,harmen uller,M,A,Lord,harmen,uller,,,harmen uller
901,1770,harmond umber,M,D,Lord,harmond,umber,,the drunken giant,harmond umber
902,1502,harmund sharp,M,A,,harmund,sharp,,,harmund sharp
903,1355,harrag hoare,M,D,King,harrag,hoare,,,harrag hoare
904,708,harrag sharp,M,D,,harrag,sharp,,sheepstealer,harrag sharp
905,1503,harrag sharp,M,D,,harrag,sharp,,,harrag sharp
906,1410,harras harlaw,M,A,Ser,harras,harlaw,,the knight,harras harlaw
907,1427,harren,M,A,,harren,,,half-hoare,harren
908,1414,harren botley,M,D,,harren,botley,,,harren botley
909,307,harren hoare,M,D,King,harren,hoare,,the black,harren hoare
910,270,harrion karstark,M,A,,harrion,karstark,,,harrion karstark
911,2399,harrold darke,M,H,Ser,harrold,darke,,,harrold darke
912,1539,harrold hardyng,M,A,Ser,harrold,hardyng,,harry the heir,harrold hardyng
913,2177,harrold osgrey,M,H,Ser,harrold,osgrey,,,harrold osgrey
914,2421,harrold westerling,M,H,Ser,harrold,westerling,,,harrold westerling
915,1995,harry merrell,M,A,,harry,merrell,,hot harry merrell,harry merrell
916,1994,harry rivers,M,D,,harry,rivers,,bastard of bracken,harry rivers
917,1509,harry sawyer,M,A,,harry,sawyer,,,harry sawyer
918,1785,harry strickland,M,A,Ser,harry,strickland,,,harry strickland
919,1064,harsley,M,D,,harsley,,,,harsley
920,1996,harsley,M,D,,harsley,,,,harsley
921,1105,harte,M,F,Lord,?,harte,,,harte
922,13,harwin,M,A,,harwin,,,,harwin
923,2383,harwin strong,M,H,Ser,harwin,strong,,breakbones/brokenbones,harwin strong
924,1676,harwood fell,M,D,Lord,harwood,fell,,,harwood fell
925,1925,harwood stout,M,A,Lord,harwood,stout,,,harwood stout
926,369,harwyn hoare,M,D,King,harwyn,hoare,,hardhand,harwyn hoare
927,1190,harwyn plumm,M,A,,harwyn,plumm,,hardstone,harwyn plumm
928,1965,harys cobb,M,A,Ser,harys,cobb,,,harys cobb
929,696,harys haigh,M,A,Ser,harys,haigh,,,harys haigh
930,339,harys swyft,M,A,Ser,harys,swyft,,,harys swyft
931,2202,hayford,M,H,Lord,?,hayford,,,hayford
932,458,hayhead,M,U,,hayhead,,,,hayhead
933,1848,hazrak zo loraq,M,D,,hazrak,zo loraq,,the handsome,hazrak zo loraq
934,1808,hazzea,F,D,,hazzea,,,,hazzea
935,540,heke,M,D,,heke,,,reek,heke
936,2293,helaena targaryen,F,H,Princess,helaena,targaryen,,,helaena targaryen
937,2208,helicent webber,F,H,Lady,helicent,webber,,,helicent webber
938,1012,helly,F,A,,helly,,,,helly
939,119,helman tallhart,M,D,Ser,helman,tallhart,,,helman tallhart
940,515,helya,F,A,,helya,,,,helya
941,493,hendry bracken,M,D,,hendry,bracken,,,hendry bracken
942,1118,henk,M,A,,henk,,,the helm,henk
943,1169,henly,M,D,,henly,,,young henly,henly
944,1170,henly,M,D,,henly,,,old henly,henly
945,2138,henly,M,H,,henly,,,,henly
946,1369,herbert bolling,M,D,Ser,herbert,bolling,,,herbert bolling
947,2000,hero,M,A,,hero,,,,hero
948,196,heward,M,D,,heward,,,,heward
949,1373,hibald,M,A,,hibald,,,,hibald
950,2410,hightower,M,H,Lord,?,hightower,,brother of otto,hightower
951,1986,hildy,M,A,,hildy,,,,hildy
952,1501,hilmar drumm,M,D,,hilmar,drumm,,,hilmar drumm
953,1756,hizdahr zo loraq,M,A,,hizdahr,zo loraq,,,hizdahr zo loraq
954,1826,hoarfrost umber,M,A,Lord,hoarfrost,umber,,,hoarfrost umber
955,228,hobb,M,A,,hobb,,,three-finger,hobb
956,2384,hobb,M,H,,hobb,,,the hewer,hobb
957,167,hobber redwyne,M,A,Ser,hobber,redwyne,,slobber,hobber redwyne
958,2368,hobert hightower,M,H,Ser,hobert,hightower,,,hobert hightower
959,476,hod,M,A,,hod,,,,hod
960,1670,hoke,M,A,,hoke,,,the horseleg,hoke
961,672,holger,M,U,,holger,,,,holger
962,1954,holly,F,D,,holly,,,,holly
963,1933,hop-bean,M,D,,hop-bean,,,,hop-bean
964,1228,hop-robin,M,A,,hop-robin,,,,hop-robin
965,166,horas redwyne,M,A,Ser,horas,redwyne,,horror,horas redwyne
966,983,horton redfort,M,A,Lord,horton,redfort,,,horton redfort
967,757,hosman norcross,M,A,Ser,hosman,norcross,,,hosman norcross
968,169,hosteen frey,M,A,Ser,hosteen,frey,,,hosteen frey
969,1707,hostella frey,F,A,,hostella,frey,,,hostella frey
970,1993,hoster blackwood,M,A,,hoster,blackwood,,hos,hoster blackwood
971,869,hoster frey,M,A,,hoster,frey,,,hoster frey
972,24,hoster tully,M,D,Lord,hoster,tully,,,hoster tully
973,450,hot pie,M,A,,hot pie,,,,hot pie
974,542,hother umber,M,A,,hother,umber,,whoresbane,hother umber
975,1409,hotho harlaw,M,A,,hotho,harlaw,,hotho humpback,hotho harlaw
976,2023,howd wanderer,M,A,,howd,wanderer,,,howd wanderer
977,49,howland reed,M,A,Lord,howland,reed,,,howland reed
978,500,hubard rambton,M,D,Ser,hubard,rambton,,,hubard rambton
979,138,hugh,M,D,Ser,hugh,,,of the vale,hugh
980,2334,hugh,M,H,,hugh,,,hugh the hammer/hard hugh,hugh
981,1454,hugh beesbury,M,A,Ser,hugh,beesbury,,,hugh beesbury
982,1633,hugh clifton,M,A,,hugh,clifton,,,hugh clifton
983,1073,hugh grandison,M,A,Lord,hugh,grandison,,greybeard,hugh grandison
984,1882,hugh hungerford,M,A,,hugh,hungerford,,,hugh hungerford
985,1280,hugo vance,M,A,Ser,hugo,vance,,,hugo vance
986,1959,hugo wull,M,A,,hugo,wull,,big bucket wull,hugo wull
987,1762,hugor,M,D,King,hugor,,,of the hill,hugor
988,12,hullen,M,D,,hullen,,,,hullen
989,2161,humfrey beesbury,M,H,Ser,humfrey,beesbury,,,humfrey beesbury
990,2040,humfrey clifton,M,A,Ser,humfrey,clifton,,,humfrey clifton
991,2154,humfrey hardyng,M,H,Ser,humfrey,hardyng,,,humfrey hardyng
992,1566,humfrey hewett,M,D,Lord,humfrey,hewett,,,humfrey hewett
993,1665,humfrey hightower,M,A,Ser,humfrey,hightower,,,humfrey hightower
994,2117,humfrey stone,M,A,,humfrey,stone,,,humfrey stone
995,1462,humfrey swyft,M,A,,humfrey,swyft,,,humfrey swyft
996,1401,humfrey wagstaff,M,U,,humfrey,wagstaff,,,humfrey wagstaff
997,1661,humfrey waters,M,A,,humfrey,waters,,,humfrey waters
998,963,husband,M,A,,?,,,husband,husband
999,1448,hyle hunt,M,U,Ser,hyle,hunt,,,hyle hunt
1000,915,iggo,M,D,,iggo,,,,iggo
1001,1367,illifer,M,A,Ser,illifer,,,the penniless,illifer
1002,96,ilyn payne,M,A,Ser,ilyn,payne,,,ilyn payne
1003,687,imry florent,M,D,Ser,imry,florent,,,imry florent
1004,534,ironbelly,M,A,,ironbelly,,,,ironbelly
1005,79,irri,F,A,,irri,,,,irri
1006,1806,ithoke,M,A,,ithoke,,,fearless ithoke,ithoke
1007,2049,izembaro,M,A,,izembaro,,,,izembaro
1008,1911,jacaerys velaryon,M,D,Prince,jacaerys,velaryon,,jace,jacaerys velaryon
1009,495,jacelyn bywater,M,D,Ser,jacelyn,bywater,,,jacelyn bywater
1010,1968,jack,M,A,,jack,,,ginger jack,jack
1011,1315,jack bulwer,M,D,,jack,bulwer,,black jack bulwer,jack bulwer
1012,1772,jack crabb,M,A,,jack,crabb,,red jack crabb,jack crabb
1013,977,jack-be-lucky,M,A,,jack-be-lucky,,,,jack-be-lucky
1014,128,jacks,M,U,,jacks,,,,jacks
1015,2326,jaehaera targaryen,F,H,Princess,jaehaera,targaryen,,,jaehaera targaryen
1016,423,jaehaerys i targaryen,M,D,King,jaehaerys,targaryen,,the old king/the conciliator,jaehaerys i targaryen
1017,135,jaehaerys ii targaryen,M,D,King,jaehaerys,targaryen,,,jaehaerys ii targaryen
1018,2325,jaehaerys targaryen,M,H,Prince,jaehaerys,targaryen,,son of aegon ii,jaehaerys targaryen
1019,265,jafer flowers,M,D,,jafer,flowers,,,jafer flowers
1020,239,jaggot,M,A,,jaggot,,,,jaggot
1021,43,jaime lannister,M,A,Ser,jaime,lannister,,kingslayer,jaime lannister
1022,174,jalabhar xho,M,A,,jalabhar,xho,,,jalabhar xho
1023,460,jammos frey,M,A,Ser,jammos,frey,,,jammos frey
1024,354,janei lannister,F,A,,janei,lannister,,,janei lannister
1025,384,janna fossoway,F,A,Lady,janna,fossoway,tyrell,,janna fossoway
1026,145,janos slynt,M,D,,janos,slynt,,,janos slynt
1027,779,janyce frey,F,A,,janyce,frey,hunter,,janyce frey
1028,478,jaqen h'ghar,M,A,,jaqen,h'ghar,,,jaqen h'ghar
1029,1822,jaqqa rhan rommo,M,A,Jaqqa Rhan,rommo,,,,jaqqa rhan rommo
1030,168,jared frey,M,D,Ser,jared,frey,,,jared frey
1031,122,jaremy rykker,M,D,Ser,jaremy,rykker,,,jaremy rykker
1032,936,jarl,M,D,,jarl,,,,jarl
1033,524,jarman buckwell,M,D,,jarman,buckwell,,,jarman buckwell
1034,2363,jason lannister,M,H,Lord,jason,lannister,,,jason lannister
1035,153,jason mallister,M,A,Lord,jason,mallister,,,jason mallister
1036,1652,jasper arryn,M,D,Lord,jasper,arryn,,,jasper arryn
1037,1703,jasper redfort,M,A,Ser,jasper,redfort,,,jasper redfort
1038,2288,jasper wylde,M,H,Lord,jasper,wylde,,ironrod,jasper wylde
1039,1662,jate,M,A,,jate,,,,jate
1040,948,jate blackberry,M,D,,jate,blackberry,,,jate blackberry
1041,1944,jax,M,A,,jax,,,,jax
1042,1106,jayde,F,A,,jayde,,,,jayde
1043,2099,jayne bracken,F,A,,jayne,bracken,,,jayne bracken
1044,682,jeffory mallister,M,D,,jeffory,mallister,,,jeffory mallister
1045,1468,jeffory norcross,M,D,Ser,jeffory,norcross,,neveryield,jeffory norcross
1046,1358,jennelyn fowler,F,A,,jennelyn,fowler,,,jennelyn fowler
1047,1133,jenny,F,D,,jenny,,,of oldstones,jenny
1048,2271,jenny,F,H,,jenny,,,penny jenny,jenny
1049,107,jeren,M,U,,jeren,,,,jeren
1050,1602,jeyne,F,A,,jeyne,,,canker jeyne,jeyne
1051,2175,jeyne,F,H,,jeyne,,,squinty jeyne,jeyne
1052,367,jeyne arryn,F,D,Lady,jeyne,arryn,royce,,jeyne arryn
1053,2306,jeyne arryn,F,H,Lady,jeyne,arryn,,maiden of the vale,jeyne arryn
1054,1544,jeyne clifton,F,A,,jeyne,clifton,farman,,jeyne clifton
1055,1717,jeyne fossoway,F,A,,jeyne,fossoway,,,jeyne fossoway
1056,1357,jeyne fowler,F,A,,jeyne,fowler,,,jeyne fowler
1057,784,jeyne frey,F,D,Lady,jeyne,frey,lydden,,jeyne frey
1058,803,jeyne frey,F,D,,jeyne,frey,beesbury,wife of stevron,jeyne frey
1059,1249,jeyne frey,F,A,,jeyne,frey,darry,wife of ser cleos,jeyne frey
1060,820,jeyne goodbrook,F,A,,jeyne,goodbrook,,,jeyne goodbrook
1061,1626,jeyne heddle,F,A,,jeyne,heddle,,,jeyne heddle
1062,127,jeyne poole,F,A,,jeyne,poole,,,jeyne poole
1063,894,jeyne rivers,F,A,,jeyne,rivers,,,jeyne rivers
1064,969,jeyne stark,F,A,Queen,jeyne,stark,westerling,,jeyne stark
1065,1208,jeyne swann,F,D,Lady,jeyne,swann,,,jeyne swann
1066,2068,jezhene,F,A,,jezhene,,,,jezhene
1067,80,jhiqui,F,A,,jhiqui,,,,jhiqui
1068,308,jhogo,M,A,,jhogo,,,,jhogo
1069,350,joanna lannister,F,D,Lady,joanna,lannister,,,joanna lannister
1070,1263,joanna swyft,F,A,,joanna,swyft,,,joanna swyft
1071,1363,jocelyn swyft,F,A,,jocelyn,swyft,,,jocelyn swyft
1072,2332,jocelyn targaryen,F,H,Lady,jocelyn,targaryen,baratheon,,jocelyn targaryen
1073,614,jodge,M,A,,jodge,,,,jodge
1074,51,joffrey baratheon,M,D,Prince,joffrey,baratheon,,,joffrey baratheon
1075,2242,joffrey caswell,M,H,Lord,joffrey,caswell,,,joffrey caswell
1076,2431,joffrey lonmouth,M,H,Ser,joffrey,lonmouth,,,joffrey lonmouth
1077,2311,joffrey velaryon,M,H,Prince,joffrey,velaryon,,joff,joffrey velaryon
1078,2417,johanna swann,F,H,Lady,johanna,swann,,the black swan,johanna swann
1079,2124,john mudd,M,A,,john,mudd,,young john mudd,john mudd
1080,560,jojen reed,M,A,,jojen,reed,,,jojen reed
1081,2073,jokin,M,A,,jokin,,,,jokin
1082,437,jommy,M,U,,jommy,,,,jommy
1083,1740,jon,M,A,,jon,,,o' nutten,jon
1084,22,jon arryn,M,D,Lord,jon,arryn,,,jon arryn
1085,1461,jon bettley,M,A,,jon,bettley,,beardless jon bettley,jon bettley
1086,875,jon brax,M,A,,jon,brax,,,jon brax
1087,1305,jon bulwer,M,D,Lord,jon,bulwer,,,jon bulwer
1088,943,jon connington,M,A,Lord,jon,connington,,griff,jon connington
1089,1715,jon cupps,M,A,Ser,jon,cupps,,,jon cupps
1090,395,jon fossoway,M,A,Ser,jon,fossoway,,,jon fossoway
1091,1624,jon heddle,M,D,,jon,heddle,,long jon heddle,jon heddle
1092,1396,jon hollard,M,D,Ser,jon,hollard,,,jon hollard
1093,2120,jon lothston,M,A,,jon,lothston,,,jon lothston
1094,1535,jon lynderly,M,A,Lord,jon,lynderly,,,jon lynderly
1095,1425,jon myre,M,A,,jon,myre,,pinchface,jon myre
1096,1631,jon penny,M,A,,jon,penny,,,jon penny
1097,1549,jon pox,M,D,,jon,pox,,,jon pox
1098,1705,jon redfort,M,A,Ser,jon,redfort,,,jon redfort
1099,2343,jon roxton,M,H,Ser,jon,roxton,,bold jon roxton,jon roxton
1100,7,jon snow,M,U,,jon,snow,,,jon snow
1101,331,jon stark,M,D,King,jon,stark,,,jon stark
1102,277,jon umber,M,A,Lord,jon,umber,,greatjon,jon umber
1103,318,jon umber,M,D,,jon,umber,,smalljon,jon umber
1104,832,jon wylde,M,A,,jon,wylde,,,jon wylde
1105,1240,jonelle cerwyn,F,A,,jonelle,cerwyn,,,jonelle cerwyn
1106,719,jonnel stark,M,D,Lord,jonnel,stark,,,jonnel stark
1107,159,jonos bracken,M,A,Lord,jonos,bracken,,,jonos bracken
1108,806,jonos frey,M,A,,jonos,frey,,,jonos frey
1109,723,jonos stark,M,D,King,jonos,stark,,,jonos stark
1110,1078,jonothor darry,M,D,Ser,jonothor,darry,,jon,jonothor darry
1111,246,jonquil,F,F,,jonquil,,,,jonquil
1112,42,jorah mormont,M,A,Ser,jorah,mormont,,,jorah mormont
1113,722,jorah stark,M,D,King,jorah,stark,,,jorah stark
1114,585,joramun,M,F,,joramun,,,,joramun
1115,1642,jordayne,F,A,Lady,?,jordayne,,,jordayne
1116,1963,jorelle mormont,F,A,,jorelle,mormont,,jory,jorelle mormont
1117,2174,jorgen,M,H,,jorgen,,,,jorgen
1118,11,jory cassel,M,D,,jory,cassel,,,jory cassel
1119,202,joseth,M,U,,joseth,,,,joseth
1120,2160,joseth mallister,M,H,Ser,joseth,mallister,,,joseth mallister
1121,700,josmyn peckledon,M,A,,josmyn,peckledon,,peck,josmyn peckledon
1122,242,joss,M,A,,joss,,,,joss
1123,1613,joss,M,A,,joss,,,the gloom,joss
1124,616,joss stilwood,M,A,,joss,stilwood,,,joss stilwood
1125,569,josua willum,M,A,,josua,willum,,,josua willum
1126,1051,joth,M,D,,joth,,,quick-bow,joth
1127,1234,jothos slynt,M,A,,jothos,slynt,,,jothos slynt
1128,361,joy hill,F,A,,joy,hill,,,joy hill
1129,890,joyeuse frey,F,A,Lady,joyeuse,frey,erenford,,joyeuse frey
1130,1673,justin massey,M,A,Ser,justin,massey,,,justin massey
1131,2091,jyana reed,F,D,,jyana,reed,,,jyana reed
1132,880,jyanna frey,F,A,,jyanna,frey,,,jyanna frey
1133,123,jyck,M,D,,jyck,,,,jyck
1134,1096,jynessa blackmont,F,A,,jynessa,blackmont,,,jynessa blackmont
1135,1011,jyzene,F,A,,jyzene,,,,jyzene
1136,910,karl,M,D,,karl,,,clubfoot karl,karl
1137,986,karlon stark,M,D,,karlon,stark,,,karlon stark
1138,240,karyl vance,M,A,Ser,karyl,vance,,,karyl vance
1139,2015,kasporio,M,A,,kasporio,,,the cunning/the cunt,kasporio
1140,906,kedge,M,U,,kedge,,,whiteye,kedge
1141,1164,kegs,M,A,,kegs,,,,kegs
1142,1213,kella,F,A,,kella,,,,kella
1143,2053,kem,M,A,,kem,,,,kem
1144,1429,kemmett pyke,M,A,,kemmett,pyke,,the bastard,kemmett pyke
1145,709,kenned,M,D,,kenned,,,the whale,kenned
1146,2055,kennet,M,D,,kennet,,,,kennet
1147,916,kennos,M,A,Ser,kennos,,,of kayce,kennos
1148,268,ketter,M,U,,ketter,,,,ketter
1149,254,kevan lannister,M,D,Ser,kevan,lannister,,,kevan lannister
1150,1920,kezmya pahl,F,A,,kezmya,pahl,,,kezmya pahl
1151,281,khal bharbo,M,D,Khal,bharbo,,,,khal bharbo
1152,35,khal drogo,M,D,Khal,drogo,,,,khal drogo
1153,252,khal jommo,M,A,Khal,jommo,,,,khal jommo
1154,40,khal moro,M,A,Khal,moro,,,,khal moro
1155,1776,khal motho,M,A,Khal,motho,,,,khal motho
1156,250,khal ogo,M,D,Khal,ogo,,,,khal ogo
1157,944,khal temmo,M,D,Khal,temmo,,,,khal temmo
1158,1777,khal zekko,M,A,Khal,zekko,,,,khal zekko
1159,251,khalakka fogo,M,D,Khalakka,fogo,,,,khalakka fogo
1160,41,khalakka rhogoro,M,A,Khalakka,rhogoro,,,,khalakka rhogoro
1161,945,khorane sathmantes,M,A,,khorane,sathmantes,,,khorane sathmantes
1162,1801,khrazz,M,D,,khrazz,,,,khrazz
1163,2250,kirby pimm,M,H,Ser,kirby,pimm,,,kirby pimm
1164,1282,kirth vance,M,A,,kirth,vance,,,kirth vance
1165,83,ko cohollo,M,D,Ko,cohollo,,,,ko cohollo
1166,310,ko jhaqo,M,A,Ko,jhaqo,,,,ko jhaqo
1167,328,ko pono,M,A,Ko,pono,,,,ko pono
1168,1621,kojja mo,F,A,,kojja mo,,,,kojja mo
1169,1783,korra,F,U,Lady,korra,,,the good,korra
1170,484,koss,M,D,,koss,,,,koss
1171,994,kraznys mo nakloz,M,D,,kraznys,mo nakloz,,,kraznys mo nakloz
1172,685,kromm,M,U,,kromm,,,,kromm
1173,185,kurleket,M,D,,kurleket,,,,kurleket
1174,483,kurz,M,D,,kurz,,,,kurz
1175,1067,kyle,M,D,,kyle,,,of the brotherhood without banners,kyle
1176,2238,kyle,M,H,Ser,kyle,,,the cat of the misty moor,kyle
1177,1143,kyle condon,M,A,Ser,kyle,condon,,,kyle condon
1178,683,kyle royce,M,D,,kyle,royce,,,kyle royce
1179,2026,kyleg,M,A,,kyleg,,,of the wooden ear,kyleg
1180,203,kyra,F,D,,kyra,,,,kyra
1181,818,kyra goodbrook,F,A,,kyra,goodbrook,frey,,kyra goodbrook
1182,1997,lacey,F,D,,lacey,,,,lacey
1183,2298,laena velaryon,F,H,Lady,laena,velaryon,,,laena velaryon
1184,2295,laenor velaryon,M,H,Ser,laenor,velaryon,,,laenor velaryon
1185,1385,lambert turnberry,M,A,Ser,lambert,turnberry,,,lambert turnberry
1186,1975,lambert whitewater,M,A,Ser,lambert,whitewater,,,lambert whitewater
1187,996,lamprey,M,A,,?,,,lamprey,lamprey
1188,2180,lancel iv lannister,M,H,King,lancel,lannister,,,lancel iv lannister
1189,177,lancel lannister,M,A,,lancel,lannister,,,lancel lannister
1190,2181,lancel v lannister,M,H,King,lancel,lannister,,,lancel v lannister
1191,146,lann,M,F,,lann,,,the clever,lann
1192,1010,lanna,F,A,,lanna,,,of the peach,lanna
1193,1593,lanna,F,A,,lanna,,,of the happy port,lanna
1194,1254,lanna jast,F,A,,lanna,jast,lannister,,lanna jast
1195,543,larence snow,M,A,,larence,snow,,,larence snow
1196,577,lark,M,D,,lark,,,the sisterman,lark
1197,1095,larra blackmont,F,A,Lady,larra,blackmont,,,larra blackmont
1198,2064,larraq,M,A,,larraq,,,the lash,larraq
1199,2287,larys strong,M,H,Lord,larys,strong,,clubfoot,larys strong
1200,1857,laswell peake,M,A,,laswell,peake,,,laswell peake
1201,618,layna,F,A,,layna,,,,layna
1202,1935,leaf,F,A,,leaf,,,,leaf
1203,1708,leana frey,F,A,,leana,frey,,,leana frey
1204,1943,leathers,M,A,,leathers,,,,leathers
1205,2248,lefford,M,H,Lord,?,lefford,,during the first blackfyre rebellion,lefford
1206,2347,lefford,M,H,Lord,?,lefford,,of the greens,lefford
1207,959,lem,M,A,,lem,,,lem lemoncloak,lem
1208,2187,lem,M,H,,lem,,,of standfast,lem
1209,1121,lenn,M,A,,lenn,,,,lenn
1210,1043,lennocks,M,D,,lennocks,,,,lennocks
1211,1484,lenwood tawney,M,A,,lenwood,tawney,,little lenwood tawney,lenwood tawney
1212,929,lenyl,M,A,,lenyl,,,,lenyl
1213,1295,leo blackbar,M,A,Ser,leo,blackbar,,,leo blackbar
1214,313,leo lefford,M,D,Lord,leo,lefford,,,leo lefford
1215,2256,leo longthorn,M,H,Lord,leo,longthorn,,,leo longthorn
1216,1100,leo tyrell,M,D,,leo,tyrell,,longthorn,leo tyrell
1217,1296,leo tyrell,M,A,,leo,tyrell,,"leo the lazy, son of moryn",leo tyrell
1218,1306,leo tyrell,M,A,Ser,leo,tyrell,,son of victor,leo tyrell
1219,544,leobald tallhart,M,D,,leobald,tallhart,,,leobald tallhart
1220,1830,leona manderly,F,A,Lady,leona,manderly,woolfield,,leona manderly
1221,1308,leona tyrell,F,A,,leona,tyrell,,,leona tyrell
1222,860,leonella frey,F,A,,leonella,frey,lefford,,leonella frey
1223,922,leonette tyrell,F,A,Lady,leonette,tyrell,fossoway,,leonette tyrell
1224,1013,leslyn,F,A,,leslyn,,,,leslyn
1225,808,leslyn haigh,M,A,Ser,leslyn,haigh,,,leslyn haigh
1226,1230,lester,M,A,,lester,,,red lester,lester
1227,1077,lester morrigen,M,A,Lord,lester,morrigen,,,lester morrigen
1228,60,lew,M,U,,lew,,,,lew
1229,646,lew,M,A,,lew,,,long lew,lew
1230,1140,lew,M,A,,lew,,,left hand lew,lew
